iteration	t (ms)	leakageParameters:E_L (mV)	leakageParameters:g_L (mS_per_cm2)	membraneParameters:Cm (microF_per_cm2)	potassiumChannelParameters:E_K (mV)	potassiumChannelParameters:g_K (milliS_per_cm2)	sodiumChannelParameters:E_Na (mV)	sodiumChannelParameters:g_Na (mS_per_cm2)	controller:i_stim (microA_per_cm2)	sodiumChannelEquations:Na_conductance (mS_per_cm2)	sodiumChannelEquations:i_Na (microA_per_cm2)	mGateEquations:alpha_m (per_ms)	mGateEquations:beta_m (per_ms)	hGateEquations:alpha_h (per_ms)	hGateEquations:beta_h (per_ms)	potassiumChannelEquations:i_K (microA_per_cm2)	nGateEquations:alpha_n (per_ms)	nGateEquations:beta_n (per_ms)	leakageEquations:i_L (microA_per_cm2)	membraneEquations:i_tot (microA_per_cm2)	importedGateM:X (dimensionless)	importedGateH:X (dimensionless)	importedGate:X (dimensionless)	membraneEquations:V (mV)
418	 4.18-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.12836	 -17.4245	 6.96241	 0.0209229	 0.000619161	 0.998431	 3.75543	 0.0162258	 0.159618	 22.1873	 8.5182	 	0.997211	0.00939319	0.177576	19.4725
419	 4.19-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.11778	 -17.3563	 6.95394	 0.0210222	 0.000621804	 0.998418	 3.7397	 0.0163251	 0.159448	 22.1618	 8.5452	 	0.997195	0.00930556	0.177427	19.3871
420	 4.2-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.1073	 -17.2882	 6.94544	 0.0211222	 0.000624466	 0.998404	 3.72413	 0.0164253	 0.159278	 22.1361	 8.57209	 	0.997179	0.00921884	0.177279	19.3013
421	 4.21-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.09693	 -17.2203	 6.93692	 0.021223	 0.000627149	 0.99839	 3.70871	 0.0165263	 0.159108	 22.1104	 8.59885	 	0.997163	0.00913301	0.177133	19.2153
422	 4.22-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.08666	 -17.1526	 6.92837	 0.0213246	 0.000629851	 0.998376	 3.69345	 0.0166282	 0.158937	 22.0846	 8.62549	 	0.997147	0.00904807	0.176988	19.1291
423	 4.23-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.0765	 -17.0851	 6.91979	 0.0214271	 0.000632573	 0.998362	 3.67835	 0.016731	 0.158765	 22.0587	 8.65201	 	0.997131	0.00896401	0.176845	19.0426
424	 4.24-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.06645	 -17.0178	 6.91119	 0.0215303	 0.000635316	 0.998348	 3.66341	 0.0168346	 0.158594	 22.0328	 8.6784	 	0.997114	0.00888081	0.176703	18.9558
425	 4.25-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.0565	 -16.9507	 6.90257	 0.0216344	 0.000638078	 0.998334	 3.64862	 0.0169392	 0.158422	 22.0067	 8.70467	 	0.997098	0.00879848	0.176563	18.8687
426	 4.26-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.04665	 -16.8838	 6.89391	 0.0217393	 0.000640862	 0.998319	 3.63398	 0.0170446	 0.15825	 21.9806	 8.7308	 	0.997081	0.00871699	0.176424	18.7814
427	 4.27-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.03691	 -16.8171	 6.88524	 0.021845	 0.000643665	 0.998305	 3.6195	 0.017151	 0.158077	 21.9544	 8.7568	 	0.997064	0.00863635	0.176286	18.6939
428	 4.28-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.02726	 -16.7507	 6.87653	 0.0219515	 0.00064649	 0.99829	 3.60518	 0.0172582	 0.157904	 21.9282	 8.78267	 	0.997047	0.00855655	0.17615	18.606
429	 4.29-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.01772	 -16.6844	 6.8678	 0.0220589	 0.000649335	 0.998275	 3.591	 0.0173664	 0.157731	 21.9018	 8.80841	 	0.99703	0.00847756	0.176015	18.518
430	 4.3-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 1.00827	 -16.6184	 6.85905	 0.0221671	 0.000652201	 0.998259	 3.57698	 0.0174755	 0.157557	 21.8754	 8.834	 	0.997013	0.0083994	0.175882	18.4296
431	 4.31-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.998923	 -16.5525	 6.85027	 0.0222761	 0.000655088	 0.998244	 3.56311	 0.0175855	 0.157383	 21.8489	 8.85946	 	0.996995	0.00832205	0.17575	18.341
432	 4.32-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.989672	 -16.4869	 6.84147	 0.022386	 0.000657996	 0.998228	 3.5494	 0.0176964	 0.157209	 21.8223	 8.88478	 	0.996978	0.00824551	0.175619	18.2522
433	 4.33-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.980517	 -16.4215	 6.83264	 0.0224968	 0.000660926	 0.998213	 3.53583	 0.0178083	 0.157035	 21.7957	 8.90996	 	0.99696	0.00816975	0.17549	18.1631
434	 4.34-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.971456	 -16.3563	 6.82378	 0.0226084	 0.000663877	 0.998197	 3.52241	 0.0179211	 0.15686	 21.7689	 8.93499	 	0.996942	0.00809479	0.175363	18.0737
435	 4.35-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.96249	 -16.2914	 6.81491	 0.0227209	 0.000666849	 0.998181	 3.50914	 0.0180349	 0.156685	 21.7421	 8.95988	 	0.996924	0.0080206	0.175237	17.9841
436	 4.36-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.953617	 -16.2266	 6.806	 0.0228343	 0.000669844	 0.998164	 3.49602	 0.0181496	 0.156509	 21.7152	 8.98463	 	0.996906	0.00794719	0.175112	17.8943
437	 4.37-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.944837	 -16.1621	 6.79708	 0.0229486	 0.00067286	 0.998148	 3.48305	 0.0182653	 0.156334	 21.6883	 9.00922	 	0.996887	0.00787454	0.174989	17.8042
438	 4.38-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.936148	 -16.0978	 6.78813	 0.0230637	 0.000675897	 0.998131	 3.47023	 0.018382	 0.156158	 21.6613	 9.03367	 	0.996869	0.00780264	0.174868	17.7139
439	 4.39-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.927549	 -16.0337	 6.77915	 0.0231798	 0.000678957	 0.998114	 3.45755	 0.0184996	 0.155981	 21.6342	 9.05796	 	0.99685	0.0077315	0.174747	17.6233
440	 4.4-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.91904	 -15.9699	 6.77016	 0.0232967	 0.000682039	 0.998097	 3.44502	 0.0186183	 0.155805	 21.607	 9.0821	 	0.996831	0.0076611	0.174629	17.5324
441	 4.41-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.910619	 -15.9063	 6.76114	 0.0234146	 0.000685143	 0.998079	 3.43264	 0.0187379	 0.155628	 21.5797	 9.10608	 	0.996812	0.00759144	0.174512	17.4414
442	 4.42-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.902287	 -15.8429	 6.75209	 0.0235333	 0.00068827	 0.998062	 3.4204	 0.0188585	 0.155451	 21.5524	 9.12991	 	0.996792	0.0075225	0.174396	17.3501
443	 4.43-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.894041	 -15.7797	 6.74302	 0.023653	 0.000691419	 0.998044	 3.4083	 0.0189801	 0.155274	 21.525	 9.15358	 	0.996773	0.00745428	0.174282	17.2586
444	 4.44-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.885882	 -15.7168	 6.73393	 0.0237736	 0.000694591	 0.998026	 3.39635	 0.0191027	 0.155096	 21.4976	 9.17709	 	0.996753	0.00738678	0.174169	17.1668
445	 4.45-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.877808	 -15.6541	 6.72482	 0.0238951	 0.000697785	 0.998008	 3.38454	 0.0192263	 0.154918	 21.47	 9.20044	 	0.996733	0.00731999	0.174058	17.0748
446	 4.46-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.869819	 -15.5917	 6.71568	 0.0240175	 0.000701003	 0.99799	 3.37288	 0.019351	 0.15474	 21.4424	 9.22362	 	0.996713	0.00725389	0.173949	16.9825
447	 4.47-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.861913	 -15.5295	 6.70652	 0.0241409	 0.000704243	 0.997971	 3.36136	 0.0194767	 0.154562	 21.4148	 9.24665	 	0.996693	0.00718849	0.173841	16.8901
448	 4.48-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.85409	 -15.4675	 6.69734	 0.0242653	 0.000707506	 0.997952	 3.34998	 0.0196034	 0.154383	 21.387	 9.2695	 	0.996673	0.00712378	0.173734	16.7974
449	 4.49-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.846349	 -15.4058	 6.68814	 0.0243905	 0.000710793	 0.997933	 3.33875	 0.0197311	 0.154205	 21.3592	 9.29219	 	0.996652	0.00705975	0.17363	16.7045
450	 4.5-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.83869	 -15.3443	 6.67891	 0.0245168	 0.000714103	 0.997914	 3.32765	 0.0198599	 0.154026	 21.3313	 9.31471	 	0.996631	0.00699639	0.173526	16.6113
451	 4.51-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.831111	 -15.283	 6.66967	 0.024644	 0.000717437	 0.997895	 3.3167	 0.0199898	 0.153846	 21.3034	 9.33705	 	0.996611	0.00693369	0.173425	16.5179
452	 4.52-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.823612	 -15.222	 6.6604	 0.0247721	 0.000720794	 0.997875	 3.30588	 0.0201207	 0.153667	 21.2754	 9.35923	 	0.996589	0.00687166	0.173324	16.4243
453	 4.53-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.816191	 -15.1613	 6.65111	 0.0249013	 0.000724175	 0.997855	 3.29521	 0.0202526	 0.153487	 21.2473	 9.38123	 	0.996568	0.00681029	0.173226	16.3305
454	 4.54-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.808849	 -15.1008	 6.6418	 0.0250314	 0.00072758	 0.997835	 3.28468	 0.0203857	 0.153307	 21.2192	 9.40306	 	0.996547	0.00674956	0.173129	16.2365
455	 4.55-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.801585	 -15.0405	 6.63246	 0.0251625	 0.000731009	 0.997814	 3.27428	 0.0205198	 0.153127	 21.191	 9.42471	 	0.996525	0.00668947	0.173033	16.1423
456	 4.56-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.794397	 -14.9805	 6.62311	 0.0252946	 0.000734461	 0.997794	 3.26403	 0.020655	 0.152947	 21.1627	 9.44618	 	0.996503	0.00663002	0.172939	16.0478
457	 4.57-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.787285	 -14.9208	 6.61373	 0.0254277	 0.000737939	 0.997773	 3.25391	 0.0207913	 0.152767	 21.1343	 9.46747	 	0.996481	0.0065712	0.172847	15.9531
458	 4.58-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.780248	 -14.8613	 6.60434	 0.0255618	 0.00074144	 0.997752	 3.24393	 0.0209286	 0.152586	 21.1059	 9.48859	 	0.996459	0.006513	0.172757	15.8582
459	 4.59-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.773286	 -14.802	 6.59492	 0.0256969	 0.000744966	 0.99773	 3.23409	 0.0210671	 0.152405	 21.0775	 9.50952	 	0.996436	0.00645542	0.172668	15.7631
460	 4.6-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.766397	 -14.7431	 6.58549	 0.025833	 0.000748517	 0.997709	 3.22439	 0.0212067	 0.152224	 21.0489	 9.53026	 	0.996413	0.00639845	0.17258	15.6678
461	 4.61-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.759582	 -14.6844	 6.57603	 0.0259701	 0.000752092	 0.997687	 3.21482	 0.0213474	 0.152043	 21.0204	 9.55082	 	0.99639	0.00634208	0.172494	15.5723
462	 4.62-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.752839	 -14.6259	 6.56656	 0.0261083	 0.000755692	 0.997665	 3.20539	 0.0214892	 0.151861	 20.9917	 9.57119	 	0.996367	0.00628632	0.17241	15.4766
463	 4.63-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.746167	 -14.5677	 6.55706	 0.0262475	 0.000759317	 0.997642	 3.1961	 0.0216322	 0.15168	 20.963	 9.59138	 	0.996344	0.00623115	0.172328	15.3807
464	 4.64-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.739567	 -14.5098	 6.54755	 0.0263877	 0.000762967	 0.99762	 3.18694	 0.0217762	 0.151498	 20.9342	 9.61138	 	0.99632	0.00617657	0.172247	15.2846
465	 4.65-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.733037	 -14.4521	 6.53801	 0.026529	 0.000766643	 0.997597	 3.17792	 0.0219215	 0.151316	 20.9054	 9.63118	 	0.996297	0.00612257	0.172168	15.1883
466	 4.66-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.726576	 -14.3947	 6.52846	 0.0266713	 0.000770344	 0.997573	 3.16904	 0.0220678	 0.151134	 20.8765	 9.65079	 	0.996273	0.00606915	0.17209	15.0918
467	 4.67-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.720185	 -14.3376	 6.51889	 0.0268147	 0.00077407	 0.99755	 3.16028	 0.0222153	 0.150952	 20.8475	 9.67021	 	0.996249	0.0060163	0.172014	14.9951
468	 4.68-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.713861	 -14.2807	 6.5093	 0.0269592	 0.000777821	 0.997526	 3.15167	 0.022364	 0.150769	 20.8185	 9.68944	 	0.996224	0.00596402	0.17194	14.8982
469	 4.69-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.707606	 -14.2242	 6.49969	 0.0271047	 0.000781599	 0.997502	 3.14319	 0.0225138	 0.150587	 20.7895	 9.70847	 	0.9962	0.0059123	0.171868	14.8011
470	 4.7-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.701417	 -14.1679	 6.49006	 0.0272513	 0.000785402	 0.997478	 3.13484	 0.0226648	 0.150404	 20.7603	 9.7273	 	0.996175	0.00586113	0.171797	14.7038
471	 4.71-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.695295	 -14.1118	 6.48042	 0.0273989	 0.000789231	 0.997453	 3.12663	 0.0228169	 0.150222	 20.7311	 9.74593	 	0.99615	0.00581051	0.171728	14.6064
472	 4.72-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.689239	 -14.0561	 6.47075	 0.0275477	 0.000793087	 0.997428	 3.11855	 0.0229703	 0.150039	 20.7019	 9.76437	 	0.996124	0.00576044	0.17166	14.5087
473	 4.73-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.683247	 -14.0006	 6.46107	 0.0276975	 0.000796968	 0.997403	 3.1106	 0.0231248	 0.149856	 20.6726	 9.7826	 	0.996099	0.00571091	0.171595	14.4109
474	 4.74-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.67732	 -13.9454	 6.45138	 0.0278485	 0.000800876	 0.997378	 3.10279	 0.0232805	 0.149673	 20.6433	 9.80063	 	0.996073	0.00566192	0.171531	14.3129
475	 4.75-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.671457	 -13.8905	 6.44166	 0.0280005	 0.00080481	 0.997352	 3.09511	 0.0234374	 0.149489	 20.6139	 9.81846	 	0.996047	0.00561345	0.171469	14.2147
476	 4.76-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.665658	 -13.8359	 6.43193	 0.0281537	 0.000808771	 0.997326	 3.08757	 0.0235956	 0.149306	 20.5844	 9.83608	 	0.996021	0.00556551	0.171408	14.1163
477	 4.77-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.65992	 -13.7816	 6.42218	 0.0283079	 0.000812758	 0.9973	 3.08015	 0.0237549	 0.149122	 20.5549	 9.8535	 	0.995995	0.00551808	0.171349	14.0178
478	 4.78-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.654245	 -13.7275	 6.41242	 0.0284633	 0.000816772	 0.997273	 3.07287	 0.0239154	 0.148939	 20.5253	 9.87071	 	0.995968	0.00547118	0.171292	13.9191
479	 4.79-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.648632	 -13.6737	 6.40263	 0.0286198	 0.000820813	 0.997246	 3.06572	 0.0240772	 0.148755	 20.4957	 9.88771	 	0.995941	0.00542478	0.171237	13.8202
480	 4.8-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.643079	 -13.6203	 6.39284	 0.0287775	 0.000824881	 0.997219	 3.05871	 0.0242401	 0.148572	 20.4661	 9.9045	 	0.995914	0.00537889	0.171183	13.7212
481	 4.81-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.637586	 -13.5671	 6.38302	 0.0289363	 0.000828977	 0.997191	 3.05182	 0.0244043	 0.148388	 20.4364	 9.92108	 	0.995887	0.00533349	0.171132	13.622
482	 4.82-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.632154	 -13.5142	 6.37319	 0.0290962	 0.000833099	 0.997163	 3.04507	 0.0245698	 0.148204	 20.4066	 9.93745	 	0.995859	0.0052886	0.171082	13.5226
483	 4.83-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.62678	 -13.4616	 6.36335	 0.0292573	 0.000837249	 0.997135	 3.03845	 0.0247365	 0.14802	 20.3768	 9.95361	 	0.995831	0.00524419	0.171034	13.4231
484	 4.84-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.621465	 -13.4093	 6.35349	 0.0294195	 0.000841426	 0.997106	 3.03196	 0.0249044	 0.147836	 20.3469	 9.96956	 	0.995803	0.00520027	0.170987	13.3234
485	 4.85-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.616208	 -13.3573	 6.34361	 0.0295829	 0.000845631	 0.997077	 3.02561	 0.0250736	 0.147652	 20.317	 9.98529	 	0.995775	0.00515683	0.170943	13.2235
486	 4.86-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.611009	 -13.3056	 6.33372	 0.0297475	 0.000849863	 0.997048	 3.01938	 0.025244	 0.147467	 20.2871	 10.0008	 	0.995746	0.00511387	0.1709	13.1235
487	 4.87-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.605866	 -13.2542	 6.32382	 0.0299132	 0.000854124	 0.997019	 3.01329	 0.0254157	 0.147283	 20.257	 10.0161	 	0.995717	0.00507138	0.170859	13.0233
488	 4.88-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.60078	 -13.2031	 6.3139	 0.0300801	 0.000858412	 0.996989	 3.00733	 0.0255886	 0.147099	 20.227	 10.0312	 	0.995688	0.00502936	0.17082	12.923
489	 4.89-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.59575	 -13.1524	 6.30397	 0.0302482	 0.000862728	 0.996958	 3.0015	 0.0257629	 0.146915	 20.1969	 10.046	 	0.995659	0.0049878	0.170782	12.8226
490	 4.9-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.590775	 -13.1019	 6.29402	 0.0304175	 0.000867072	 0.996928	 2.9958	 0.0259384	 0.14673	 20.1668	 10.0607	 	0.995629	0.00494671	0.170747	12.722
491	 4.91-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.585855	 -13.0517	 6.28406	 0.030588	 0.000871445	 0.996897	 2.99023	 0.0261152	 0.146546	 20.1366	 10.0751	 	0.995599	0.00490607	0.170713	12.6212
492	 4.92-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.580989	 -13.0018	 6.27409	 0.0307597	 0.000875846	 0.996865	 2.98479	 0.0262932	 0.146361	 20.1064	 10.0893	 	0.995569	0.00486587	0.170681	12.5203
493	 4.93-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.576178	 -12.9523	 6.2641	 0.0309326	 0.000880276	 0.996834	 2.97948	 0.0264726	 0.146177	 20.0761	 10.1033	 	0.995539	0.00482613	0.170651	12.4193
494	 4.94-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.571419	 -12.9031	 6.2541	 0.0311067	 0.000884734	 0.996802	 2.97431	 0.0266533	 0.145992	 20.0458	 10.117	 	0.995508	0.00478683	0.170623	12.3181
495	 4.95-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.566713	 -12.8541	 6.24409	 0.031282	 0.00088922	 0.996769	 2.96926	 0.0268352	 0.145808	 20.0154	 10.1306	 	0.995477	0.00474796	0.170597	12.2168
496	 4.96-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.56206	 -12.8055	 6.23406	 0.0314586	 0.000893736	 0.996736	 2.96435	 0.0270185	 0.145623	 19.985	 10.1439	 	0.995446	0.00470953	0.170573	12.1154
497	 4.97-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.557458	 -12.7572	 6.22402	 0.0316364	 0.000898281	 0.996703	 2.95957	 0.0272031	 0.145439	 19.9546	 10.157	 	0.995414	0.00467153	0.17055	12.0138
498	 4.98-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.552908	 -12.7092	 6.21397	 0.0318154	 0.000902854	 0.99667	 2.95491	 0.027389	 0.145254	 19.9241	 10.1698	 	0.995383	0.00463396	0.17053	11.9121
499	 4.99-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.548408	 -12.6616	 6.20391	 0.0319956	 0.000907457	 0.996636	 2.95039	 0.0275762	 0.14507	 19.8936	 10.1824	 	0.995351	0.00459681	0.170511	11.8103
500	 5-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.543959	 -12.6143	 6.19384	 0.0321772	 0.000912088	 0.996602	 2.946	 0.0277647	 0.144885	 19.8631	 10.1948	 	0.995318	0.00456008	0.170494	11.7083
501	 5.01-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.53956	 -12.5672	 6.18375	 0.0323599	 0.00091675	 0.996567	 2.94175	 0.0279546	 0.144701	 19.8325	 10.207	 	0.995286	0.00452376	0.170479	11.6063
502	 5.02-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.53521	 -12.5206	 6.17366	 0.0325439	 0.00092144	 0.996532	 2.93762	 0.0281457	 0.144516	 19.8019	 10.2189	 	0.995253	0.00448785	0.170467	11.5041
503	 5.03-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.530909	 -12.4742	 6.16355	 0.0327292	 0.00092616	 0.996496	 2.93363	 0.0283383	 0.144332	 19.7712	 10.2306	 	0.99522	0.00445235	0.170456	11.4018
504	 5.04-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.526656	 -12.4282	 6.15343	 0.0329158	 0.00093091	 0.99646	 2.92976	 0.0285321	 0.144147	 19.7405	 10.2421	 	0.995186	0.00441725	0.170447	11.2993
505	 5.05-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.522452	 -12.3825	 6.14331	 0.0331036	 0.00093569	 0.996424	 2.92603	 0.0287273	 0.143963	 19.7098	 10.2534	 	0.995153	0.00438255	0.170439	11.1968
506	 5.06-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.518295	 -12.3371	 6.13317	 0.0332927	 0.000940499	 0.996387	 2.92243	 0.0289239	 0.143778	 19.679	 10.2644	 	0.995119	0.00434825	0.170434	11.0942
507	 5.07-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.514186	 -12.292	 6.12302	 0.0334831	 0.000945338	 0.99635	 2.91896	 0.0291218	 0.143594	 19.6482	 10.2752	 	0.995084	0.00431434	0.170431	10.9914
508	 5.08-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.510123	 -12.2473	 6.11286	 0.0336748	 0.000950207	 0.996313	 2.91562	 0.0293211	 0.14341	 19.6174	 10.2857	 	0.99505	0.00428081	0.17043	10.8885
509	 5.09-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.506106	 -12.203	 6.1027	 0.0338678	 0.000955107	 0.996275	 2.91242	 0.0295217	 0.143226	 19.5866	 10.296	 	0.995015	0.00424767	0.170431	10.7856
510	 5.1-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.502136	 -12.1589	 6.09252	 0.034062	 0.000960036	 0.996236	 2.90935	 0.0297237	 0.143041	 19.5557	 10.3061	 	0.99498	0.00421492	0.170434	10.6825
511	 5.11-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.49821	 -12.1152	 6.08233	 0.0342576	 0.000964996	 0.996197	 2.90641	 0.029927	 0.142857	 19.5248	 10.3159	 	0.994944	0.00418254	0.170438	10.5794
512	 5.12-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.49433	 -12.0719	 6.07214	 0.0344545	 0.000969986	 0.996158	 2.9036	 0.0301317	 0.142673	 19.4938	 10.3256	 	0.994908	0.00415053	0.170445	10.4761
513	 5.13-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.490495	 -12.0288	 6.06194	 0.0346527	 0.000975007	 0.996118	 2.90092	 0.0303378	 0.142489	 19.4628	 10.3349	 	0.994872	0.0041189	0.170454	10.3728
514	 5.14-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.486703	 -11.9862	 6.05173	 0.0348523	 0.000980059	 0.996078	 2.89838	 0.0305453	 0.142305	 19.4318	 10.3441	 	0.994836	0.00408763	0.170465	10.2693
515	 5.15-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.482955	 -11.9438	 6.04151	 0.0350531	 0.000985141	 0.996038	 2.89598	 0.0307541	 0.142121	 19.4008	 10.353	 	0.994799	0.00405673	0.170478	10.1658
516	 5.16-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.479251	 -11.9018	 6.03128	 0.0352553	 0.000990253	 0.995997	 2.8937	 0.0309644	 0.141937	 19.3697	 10.3616	 	0.994762	0.00402618	0.170493	10.0622
517	 5.17-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.47559	 -11.8602	 6.02105	 0.0354589	 0.000995397	 0.995955	 2.89156	 0.031176	 0.141754	 19.3387	 10.37	 	0.994725	0.003996	0.17051	9.95848
518	 5.18-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.471971	 -11.8189	 6.01081	 0.0356637	 0.00100057	 0.995913	 2.88955	 0.031389	 0.14157	 19.3075	 10.3782	 	0.994687	0.00396617	0.170528	9.85469
519	 5.19-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.468394	 -11.7779	 6.00056	 0.03587	 0.00100578	 0.995871	 2.88768	 0.0316033	 0.141387	 19.2764	 10.3862	 	0.994649	0.00393669	0.17055	9.75083
520	 5.2-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.46486	 -11.7373	 5.99031	 0.0360775	 0.00101101	 0.995828	 2.88594	 0.0318191	 0.141203	 19.2452	 10.3939	 	0.994611	0.00390756	0.170573	9.64689
521	 5.21-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.461366	 -11.6971	 5.98005	 0.0362865	 0.00101628	 0.995784	 2.88434	 0.0320363	 0.14102	 19.2141	 10.4013	 	0.994572	0.00387877	0.170598	9.54288
522	 5.22-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.457914	 -11.6572	 5.96978	 0.0364967	 0.00102158	 0.99574	 2.88287	 0.0322549	 0.140837	 19.1829	 10.4086	 	0.994533	0.00385032	0.170625	9.4388
523	 5.23-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.454502	 -11.6176	 5.9595	 0.0367084	 0.00102691	 0.995696	 2.88154	 0.0324748	 0.140653	 19.1516	 10.4155	 	0.994494	0.00382221	0.170654	9.33464
